placeId,title,totalScore,location/lat,location/lng,weekday_text,price_level,rating,takeout,types,user_ratings_total,wheelchair_accessible_entrance
ChIJA8CESOc260YRQyd-uTt6CC4,Taverna Pizzeria,4.4,58.3807977,26.7246551,Monday: 11:30 AM – 10:00 PM; Tuesday: 11:30 AM – 10:00 PM; Wednesday: 11:30 AM – 10:00 PM; Thursday: 11:30 AM – 10:00 PM; Friday: 11:30 AM – 11:00 PM; Saturday: 11:30 AM – 11:00 PM; Sunday: 11:30 AM – 9:30 PM,2,4.4,True,restaurant; food; point_of_interest; establishment,1099,False
ChIJNx6fmZI360YR9nVxmdJ4q54,Pannkoogi Paradiis,,58.3733499,26.7507326,,,,True,restaurant; food; point_of_interest; establishment,,False
ChIJ9VgS4OY260YRU5vPVSpemSk,La Dolce Vita,4.6,58.3818407,26.7227316,Monday: 11:30 AM – 11:00 PM; Tuesday: 11:30 AM – 11:00 PM; Wednesday: 11:30 AM – 11:00 PM; Thursday: 11:30 AM – 11:00 PM; Friday: 11:30 AM – 12:00 AM; Saturday: 11:30 AM – 12:00 AM; Sunday: 12:00 – 11:00 PM,2,4.6,True,restaurant; cafe; point_of_interest; store; food; establishment,2932,False
ChIJOcpiouA260YRTDPvaaHtEyc,Ginger Grill Restaurant,4.3,58.3786155,26.7242132,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 11:00 AM – 11:00 PM; Sunday: 12:00 – 10:00 PM,2,4.3,True,restaurant; food; point_of_interest; establishment,325,True
ChIJEYRX0uY260YRFKsfVxFH-x0,Restaurant München - Weihenstephaner Wirtshaus,4.5,58.3809562,26.7207659,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 9:00 PM,2,4.5,True,bar; restaurant; food; point_of_interest; establishment,1125,False
ChIJL4W5iUY360YRty4igoMlNCY,Kolm Tilli,4.5,58.3703859,26.7165481,Monday: 9:00 AM – 11:00 PM; Tuesday: 9:00 AM – 11:00 PM; Wednesday: 9:00 AM – 11:00 PM; Thursday: 9:00 AM – 11:00 PM; Friday: 9:00 AM – 1:00 AM; Saturday: 10:00 AM – 1:00 AM; Sunday: 10:00 AM – 10:00 PM,2,4.5,True,restaurant; food; point_of_interest; establishment,1807,True
ChIJPYq0w-Y260YR5vvCnXic_As,Crepp,4.6,58.381903,26.721284,Monday: 11:30 AM – 10:00 PM; Tuesday: 11:30 AM – 10:00 PM; Wednesday: 11:30 AM – 10:00 PM; Thursday: 11:30 AM – 10:00 PM; Friday: 11:30 AM – 11:00 PM; Saturday: 11:00 AM – 11:00 PM; Sunday: 11:00 AM – 8:00 PM,2,4.6,True,cafe; restaurant; food; point_of_interest; establishment,1057,False
ChIJe729z0E360YRIBxMFGEkv9s,Humal BISTRO,4.5,58.3767895,26.727443,Monday: 12:00 – 9:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 PM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: 12:00 – 9:00 PM,2,4.5,True,restaurant; food; point_of_interest; establishment,302,True
ChIJl4VUiPs360YRsvTWSPcu2a4,Tartu Grill OÜ,4.1,58.3789112,26.7333821,Monday: 10:00 AM – 10:00 PM; Tuesday: 10:00 AM – 10:00 PM; Wednesday: 10:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 10:00 AM – 12:00 AM; Saturday: 10:00 AM – 12:00 AM; Sunday: 10:00 AM – 10:00 PM,,4.1,True,restaurant; food; point_of_interest; establishment,147,True
ChIJIfzH2bM360YRTisRbVP1yFo,Indochina Restoran Tartu,4.4,58.3810938,26.7215003,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 11:00 AM – 11:00 PM; Sunday: 12:00 – 10:00 PM,2,4.4,True,restaurant; food; point_of_interest; establishment,140,False
ChIJqaq6g3I360YRdNmmrrU6NCU,Restoran Fii,4.7,58.3570501,26.6784243,Monday: 12:00 – 10:00 PM; Tuesday: 12:00 – 10:00 PM; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 5:00 – 11:00 PM; Sunday: Closed,3,4.7,True,restaurant; food; point_of_interest; establishment,361,True
ChIJ2xyWSS8360YRMiZcLH6PHMc,Shawarma house,5,58.3787003,26.7285813,,,5,True,meal_takeaway; restaurant; food; point_of_interest; establishment,2,False
ChIJ9V392r8260YRaQ3OeuV-Fe0,Eesti Rahva Muuseumi restoran Pööripäev,4.4,58.3953848,26.7445477,Monday: Closed; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,,4.4,False,restaurant; food; point_of_interest; establishment,50,True
ChIJmWGJhy0360YRIQVpBRPt4g8,PizzaMinisteerium OÜ,5,58.3890643,26.7327321,Monday: 12:00 PM – 12:00 AM; Tuesday: 12:00 PM – 12:00 AM; Wednesday: 12:00 PM – 12:00 AM; Thursday: 12:00 PM – 12:00 AM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 PM – 12:00 AM,,5,True,restaurant; food; point_of_interest; establishment,3,False
ChIJpyeHpOY260YRw1nl3kcXGoQ,Antoniuse Õu,4.7,58.3821714,26.7185933,,,4.7,False,restaurant; food; point_of_interest; establishment,24,True
ChIJAf0oJQA360YR6J15Ssyv1Vw,Äpu Burger,4.8,58.3834176,26.7219381,Monday: 6:00 PM – 2:00 AM; Tuesday: 6:00 PM – 2:00 AM; Wednesday: 6:00 PM – 3:00 AM; Thursday: 6:00 PM – 2:00 AM; Friday: 6:00 PM – 2:00 AM; Saturday: 6:00 PM – 2:00 AM; Sunday: Closed,,4.8,False,restaurant; food; point_of_interest; establishment,11,False
ChIJ7z_ehz8360YRA8pLeuyZ5Qo,Eesti Pubi Ruuni,2.9,58.3804687,26.7220803,,,2.9,True,restaurant; food; point_of_interest; establishment,119,False
ChIJPxUILOc260YRZHGPAxTViFw,Restaurant Balkan,4.1,58.3806714,26.7223156,Monday: 12:00 PM – 12:00 AM; Tuesday: 12:00 PM – 12:00 AM; Wednesday: 12:00 PM – 12:00 AM; Thursday: 12:00 PM – 12:00 AM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 PM – 12:00 AM,2,4.1,True,restaurant; food; point_of_interest; establishment,258,False
ChIJ90vNhjw360YR-tXcwfoxebU,TAIKO SUSHI,4.6,58.3821101,26.7315307,Monday: 11:00 AM – 9:00 PM; Tuesday: 11:00 AM – 9:00 PM; Wednesday: 11:00 AM – 9:00 PM; Thursday: 11:00 AM – 9:00 PM; Friday: 11:00 AM – 9:00 PM; Saturday: 11:00 AM – 9:00 PM; Sunday: 11:00 AM – 6:00 PM,,4.6,True,restaurant; food; point_of_interest; establishment,61,False
ChIJuUn_5ug260YRcKfZiM8volE,Kebab Pizza OÜ,4.3,58.3880978,26.7276425,Monday: 11:30 AM – 9:00 PM; Tuesday: 11:30 AM – 9:00 PM; Wednesday: 11:30 AM – 9:00 PM; Thursday: 11:30 AM – 9:00 PM; Friday: 11:30 AM – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 12:00 – 8:00 PM,1,4.3,True,restaurant; food; point_of_interest; establishment,319,False
ChIJyzDMPh4360YRRaSBy0C0oUg,TOKO resto Tartus,4.3,58.379486,26.7274569,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 10:00 PM,,4.3,True,restaurant; food; point_of_interest; establishment,169,True
ChIJRdQN9Wc360YRIM1wcp_6DeI,Olaf grill resto,4.6,58.3780483,26.7306581,,,4.6,False,restaurant; food; point_of_interest; establishment,31,False
ChIJRS-rIvw360YRgHWJ6kfuYig,The Grill,4.3,58.3816154,26.7221782,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 9:00 PM,,4.3,True,restaurant; food; point_of_interest; establishment,293,False
ChIJl2lA-44360YRb-oEfEquwjA,Polobox,4.9,58.3703205,26.7151286,Monday: 11:30 AM – 9:30 PM; Tuesday: 11:30 AM – 9:30 PM; Wednesday: 11:30 AM – 9:30 PM; Thursday: 11:30 AM – 9:30 PM; Friday: 11:30 AM – 9:30 PM; Saturday: 11:30 AM – 9:30 PM; Sunday: 11:30 AM – 9:30 PM,,4.8,True,restaurant; food; point_of_interest; establishment,28,False
ChIJgf1XIiA360YR0GHRiIhUtEI,Smile Restoran,4.6,58.3731206,26.7199654,Monday: 10:00 AM – 9:00 PM; Tuesday: 10:00 AM – 9:00 PM; Wednesday: 10:00 AM – 9:00 PM; Thursday: 10:00 AM – 9:00 PM; Friday: 10:00 AM – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 1:00 – 8:00 PM,1,4.6,True,cafe; restaurant; food; point_of_interest; establishment,409,False
ChIJ280-UN4260YRBipelPmnQEw,Reval Café Riia mnt,4.5,58.3768207,26.7274521,Monday: 7:30 AM – 8:00 PM; Tuesday: 7:30 AM – 8:00 PM; Wednesday: 7:30 AM – 8:00 PM; Thursday: 7:30 AM – 8:00 PM; Friday: 7:30 AM – 9:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 8:00 PM,2,4.5,True,cafe; restaurant; food; store; point_of_interest; establishment,742,True
ChIJO4mg1-Y260YRg2oVGKai2nE,Kohvipaus Tartu,4.6,58.3811198,26.7219217,Monday: 7:00 AM – 6:00 PM; Tuesday: 7:00 AM – 6:00 PM; Wednesday: 7:00 AM – 6:00 PM; Thursday: 7:00 AM – 6:00 PM; Friday: 7:00 AM – 6:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: 9:00 AM – 4:00 PM,2,4.6,True,cafe; restaurant; food; point_of_interest; establishment,266,False
ChIJJ-jHFW4360YRQ1EW46wq0MY,Poké Bowl Tartu Kvartal,4.5,58.3770875,26.7294177,Monday: 10:00 AM – 9:00 PM; Tuesday: 10:00 AM – 9:00 PM; Wednesday: 10:00 AM – 9:00 PM; Thursday: 10:00 AM – 9:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 8:00 PM,,4.5,True,restaurant; food; point_of_interest; establishment,38,True
ChIJF4Qp0c8260YROqygdKZ0d6Y,Sangari Söökla,4.5,58.3798359,26.7538954,Monday: 9:30 AM – 4:30 PM; Tuesday: 9:30 AM – 4:30 PM; Wednesday: 9:30 AM – 4:30 PM; Thursday: 9:30 AM – 4:30 PM; Friday: 9:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,,4.5,True,restaurant; food; point_of_interest; establishment,16,False
ChIJT8fQh5I360YRZyIlj32VRus,HAS KEBAB,4.8,58.3816149,26.7515457,Monday: 10:00 AM – 9:00 PM; Tuesday: 10:00 AM – 9:00 PM; Wednesday: 10:00 AM – 9:00 PM; Thursday: 10:00 AM – 9:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 9:00 PM,,4.8,True,restaurant; food; point_of_interest; establishment,113,False
ChIJZ-xkuU8360YRnKs-pzI6Q7k,Fusion Kebab,4.3,58.3680389,26.7210445,Monday: 11:00 AM – 1:00 AM; Tuesday: 11:00 AM – 1:00 AM; Wednesday: 11:00 AM – 1:00 AM; Thursday: 11:00 AM – 1:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 1:00 PM – 1:00 AM; Sunday: 1:00 PM – 1:00 AM,,4.3,True,restaurant; food; point_of_interest; establishment,77,True
ChIJn1eN3cQ260YRwCm4re1Mwls,Kõverkiosk,4.2,58.3827629,26.7464008,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM,,4.2,True,restaurant; food; point_of_interest; establishment,793,False
ChIJf9JdQdA260YRD-PXLyohmNM,Hesburger Anne,3.8,58.3782264,26.7509607,,1,3.8,True,restaurant; food; point_of_interest; establishment,1040,True
ChIJc9LeiN4260YRhG5jKdp9tbQ,"BabyBack Ribs & BBQ, Tasku",4.2,58.3776685,26.7302725,Monday: 12:00 – 8:00 PM; Tuesday: 12:00 – 8:00 PM; Wednesday: 12:00 – 8:00 PM; Thursday: 12:00 – 8:00 PM; Friday: 12:00 – 9:00 PM; Saturday: 12:00 – 9:00 PM; Sunday: 12:00 – 6:00 PM,2,4.2,True,restaurant; food; point_of_interest; establishment,572,True
ChIJqwF6iN4260YR7nsq2iXdsHs,Da Vinci Pasta & Pizza,4.5,58.3778461,26.7301627,Monday: 10:00 AM – 9:00 PM; Tuesday: 10:00 AM – 9:00 PM; Wednesday: 10:00 AM – 9:00 PM; Thursday: 10:00 AM – 9:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 7:00 PM,2,4.5,False,restaurant; food; point_of_interest; establishment,637,True
ChIJrUVUKuc260YRUQ7KS3SwXoc,Ruunipizza ja Pannkoogikohvik,3.4,58.3805293,26.7220565,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 1:00 AM; Saturday: 7:00 AM – 7:00 PM; Sunday: 7:00 AM – 7:00 PM,1,3.4,True,restaurant; food; point_of_interest; establishment,489,False
ChIJFXkVWt4260YRfqHFLSCD9WU,Vapiano Tartu,4.3,58.3766351,26.7285384,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 11:00 AM – 10:00 PM; Sunday: 11:00 AM – 10:00 PM,2,4.3,True,restaurant; food; point_of_interest; establishment,2099,True
ChIJiyaURuc260YRO82K1feiu-w,Hesburger Raekoja plats,3.9,58.3808022,26.7251835,Monday: 9:00 AM – 11:00 PM; Tuesday: 9:00 AM – 11:00 PM; Wednesday: 9:00 AM – 11:00 PM; Thursday: 9:00 AM – 11:00 PM; Friday: 9:00 AM – 5:00 AM; Saturday: 9:00 AM – 5:00 AM; Sunday: 9:00 AM – 11:00 PM,1,3.9,True,restaurant; food; point_of_interest; establishment,798,False
ChIJe8NQWB8360YRlvTAwWOly4Q,Trikster Tihane,4.4,58.3709072,26.7158609,,2,4.4,True,restaurant; food; point_of_interest; establishment,641,True
ChIJD4ol4iE360YRlaWBykNux4U,Restoran Aparaat,4.6,58.3705694,26.7162725,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 6:00 PM,1,4.6,True,restaurant; food; point_of_interest; establishment,1998,True
ChIJ3yoJGTo360YRHLbk1bjkDH0,Fasters Eesti OÜ,4.1,58.3565597,26.7208972,"Monday: 7:00 AM – 12:00 AM; Tuesday: 7:00 AM – 12:00 AM; Wednesday: 7:00 AM – 12:00 AM; Thursday: 7:00 AM – 12:00 AM; Friday: 7:00 AM – 12:00 AM; Saturday: 12:00 – 6:00 AM, 8:00 AM – 12:00 AM; Sunday: 12:00 – 6:00 AM, 8:00 AM – 11:00 PM",,4.1,True,restaurant; food; point_of_interest; establishment,1374,True
ChIJ6T_Ypg0360YRZ8FKpytN0BI,Aardla Pizzakeskus,4.6,58.3550856,26.7123669,Monday: 11:00 AM – 8:00 PM; Tuesday: 11:00 AM – 8:00 PM; Wednesday: 11:00 AM – 8:00 PM; Thursday: 11:00 AM – 8:00 PM; Friday: 11:00 AM – 9:00 PM; Saturday: 12:00 – 9:00 PM; Sunday: 12:00 – 7:00 PM,,4.6,True,restaurant; food; point_of_interest; establishment,25,True
ChIJCxSPNe4360YRu9Ly72nmrRY,Kohvik Vaksali,4.7,58.3728471,26.7096023,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,,4.7,True,restaurant; food; point_of_interest; establishment,74,True
ChIJH71VPHo360YRVdNpljMwTTQ,Yellow Chilli restoran,4.5,58.3644646,26.7217919,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 10:00 PM,2,4.5,True,restaurant; food; point_of_interest; establishment,233,True
ChIJ_2UD27E360YRJj--eCLejY8,Veg Machine Tartu,4.8,58.3706676,26.716103,Monday: 11:00 AM – 7:00 PM; Tuesday: 11:00 AM – 7:00 PM; Wednesday: 11:00 AM – 7:00 PM; Thursday: 11:00 AM – 7:00 PM; Friday: 11:00 AM – 7:00 PM; Saturday: 11:00 AM – 7:00 PM; Sunday: 11:00 AM – 5:00 PM,2,4.8,True,restaurant; food; point_of_interest; establishment,129,True
ChIJP-Of0uY260YRbxQN7jQJ2_8,Ülikooli Kohvik / DRINKGELD,4.6,58.3816246,26.7199762,,2,4.6,True,restaurant; food; point_of_interest; establishment,339,False
